,Ten ,Gia ,Thong tin,Anh,The loai
1702,999 Lá Thư Gửi Cho Chính Mình - Mong Bạn Trở Thành Phiên Bản Hoàn Hảo Nhất (Tập 1) - Tái Bản 2021,"103.200 đ
				","
“999 lá thư gửi cho chính mình” là một tác phẩm đặc biệt đầy cảm hứng đến từ tác giả văn học mạng nổi tiếng Miêu Công Tử, mang một màu sắc riêng biệt qua những lời thư nhỏ nhắn nhủ đến người đọc về giá trị cuộc sống, tình yêu, tuổi trẻ, tương lai… v.v.. đã làm lay động trái tim của hàng vạn độc giả trẻ. Cầm trên tay cuốn sách “999 lá thư gửi cho chính mình” – bạn sẽ hiểu rằng: tuổi trẻ của chúng ta dù có mong manh đến đâu thì cũng sẽ thành công vượt qua mọi khó khăn một cách mạnh mẽ ngoài sức tưởng tượng. Một ngày nào đó, bạn sẽ cảm nhận được hạnh phúc, tự tin của chính bản thân và học được cách mỉm cười trước những nỗi đau của quá khứ. Bạn sẽ biết cách nói lời cảm ơn với những ai đã rời bỏ bạn, hiểu ra rằng họ không phải người thích hợp để cùng đồng hành với bạn trên đoạn đường chông gai đi tới tương lai. Đôi lúc bạn có thể yếu đuối mỏi mệt rơi nước mắt, thế nhưng khi bất chợt nhìn lại, bạn sẽ thấy thì ra mình đã rất mạnh mẽ, dũng cảm đi hết cả một quãng đường dài.
“999 lá thư gửi cho chính mình” – Mong bạn trở thành phiên bản hoàn hảo nhất. Cái gọi là vẻ đẹp nội tâm luôn luôn tốt hơn vẻ bề ngoài hào nhoáng, hy vọng bạn sẽ mãi luôn kiên cường, dũng cảm đứng ở nơi ánh sáng chiếu rọi, sống tốt một cuộc sống mà mình hằng mong ước. 
",https://cdn0.fahasa.com/media/catalog/product/9/9/999lathu-taibbb1_2.jpg,"['Sách tiếng Việt', 'Văn học', 'Tiểu thuyết']"
1703,Hy Vọng Mong Manh,"110.600 đ
				","
Hy Vọng Mong Manh
“Nỗi đau sẽ đạt đến đỉnh điểm và ngừng nhân lên chính vào lúc người ta biết chắc sự thật là gì. Nhưng có một thứ cảm xúc còn rắc rối hơn, đó là nỗi bất an. Nỗi bất an sinh ra khi một sự thật đau lòng bị che phủ, không ai có thể đoán biết trước, nó làm tổ trong ngực ta và khiến ruột gan ta rối như tơ vò.”
Kiến trúc sư Kazuto và người vợ Kiyomi đang sống bình yên với cậu con trai Tadashi học lớp 10, và con gái Miyabi chuẩn bị lên cấp ba. Một chấn thương khi chơi bóng đá khiến Tadashi không thể tiếp tục theo đuổi đam mê, từ đó cậu chán chường, đôi lúc chơi bời qua đêm bên ngoài. Không ngờ, vào một tối cuối tuần trước khi kỳ nghỉ hè kết thúc, Tadashi ra khỏi nhà đi chơi như mọi khi và không quay về.
Hai ngày sau, một xác chết là thiếu niên cấp ba được phát hiện – cậu bé bị đánh hội đồng và là bạn của Tadashi. Người ta được biết còn một nạn nhân nữa chưa tìm thấy.
Vợ chồng Kazuto đã trải qua đủ loại cung bậc cảm xúc. Họ hy vọng vào sự thực nào đây: đứa con trai duy nhất là nạn nhân hay hung thủ? Dù là trường hợp nào cũng đều quá cay đắng và nghiệt ngã.
Về tác giả:
Shizukui Shusuke, nhà văn người Nhật Bản.
Shizukui Shusuke ra mắt vào năm 2000 với tác phẩm Eikou itto (Hết mình cho vinh quang – tạm dịch). Sau đó, Hannin ni tsugu (Gửi đến hung thủ - tạm dịch) ra mắt năm 2004 đã đứng đầu trong hạng mục “Shukanbunshun mystery best 10” của tạp chí Shukanbunshun. Ngoài ra, Shizukui Shusuke cũng chấp bút nhiều tác phẩm khác nữa.
Hy vọng mong manh được xuất bản năm 2016, và dựng thành phim năm 2020. 
",https://cdn0.fahasa.com/media/catalog/product/8/9/8935235234109.jpg,"['Sách tiếng Việt', 'Văn học', 'Tiểu thuyết']"
1704,Sau Tang Lễ - After The Funeral,"123.250 đ
				","
Chủ nhân một dinh thự thời Victoria đột ngột qua đời trong giấc ngủ, để lại một khối tài sản kếch xù. Tại buổi đọc di chúc của ông, trước sự có mặt của hai thế hệ người thừa kế, em gái ông đã ngây ngô để vuột ra câu hỏi:
“Nhưng anh ấy bị sát hại mà, không phải vậy sao?”
Sự việc lẽ ra đã bị gạt đi, nếu ngay ngày hôm sau, Cora Lansquenet không bị giết hại tàn nhẫn bằng một cây rìu. Lẽ nào lời buộc tội của Cora ẩn chứa một sự thật đen tối đã định đoạt số phận bà? Hay chăng đó chỉ là trùng hợp? 
Tám người hưởng lợi từ di chúc, chừng như ai cũng có động cơ. Khao khát sự thật, luật sư của gia đình đã tìm tới Hercule Poirot. Vì ngay cả sau tang lễ, cái chết vẫn chưa buông tha cho gia đình này.
Cốt truyện căng não, những manh mối được cài cắm khéo léo, một kết cục sửng sốt và thật tài tình, lại một lần nữa Agatha Christie sẽ làm bạn đọc phải say mê.
“Hãy đảm bảo bạn đang điều tra đúng vụ án, và coi chừng những tấm gương.” – Robert Barnard
“Quyển sách sẽ khiến độc giả phải đưa ra hết phỏng đoán này đến phỏng đoán khác – đoán trật rồi đoán lại – cho đến tận trang sách cuối cùng.” – Liverpool Post
“Để viết nên tiểu thuyết với trọn một cây phả hệ, một di chúc đáng ngờ, và một gia đình đầy những thành viên có tiềm năng thành kẻ sát nhân, thì chẳng ai tài tình như Christie, cũng như không ai có thể hết lần này đến lần khác đưa ra những cú lừa ngoạn mục và lý thú như bà.” – New York Times. 
",https://cdn0.fahasa.com/media/catalog/product/8/9/8934974178392.jpg,"['Sách tiếng Việt', 'Văn học', 'Tiểu thuyết']"
1705,Quý Cô Nóng Nảy - Hành Trình Khai Mở Tâm Trí Helen Keller,"89.250 đ
				","
Helen Keller (tên đầy đủ là Helen Adams Keller) là một nữ văn sĩ, nhà hoạt động xã hội và cũng là diễn giả người Mỹ nổi tiếng trên toàn thế giới. Bà được hậu thế nghiêng mình ngưỡng mộ khi là người khiếm thị, khiếm thính đầu tiên giành học vị Cử nhân Nghệ thuật, có tầm ảnh hưởng lớn và là tấm gương nghị lực phi thường cho những người khuyết tật. Thế nhưng, ít ai biết được rằng, phía sau một danh nhân thành công ấy là sự hi sinh lặng thầm, tận tụy cả một đời của cô giáo Annie Sullivan Macy.
Khi mới 19 tháng tuổi, Helen Keller bị sốt cao do viêm màng não và không may mất đi cả thị giác lẫn thính giác. Cuộc đời dường như đã đóng đinh vào số phận của cô gái nhỏ bé này sự tối tăm và cô độc. Thế nhưng tất cả đã thay đổi khi năm lên sáu tuổi, Helen Keller gặp được Annie Sullivan. Và thật tài tình, chỉ sau khoảng 1 tháng, bằng những kỹ năng sư phạm học được và hơn cả là sự đồng cảm, tình yêu thương chân thành của mình, cô giáo trẻ Annie Sullivan đã cảm hóa được tính cách ngang ngược và khai mở tâm trí cho cô học trò chưa có bất kì ý niệm nào về thế giới là Helen Keller.
Trong suốt năm mươi năm sau đó, cô giáo Annie hiếm  khi rời xa Helen, luôn đồng hành cùng cô học trò của mình trong từng bước tiến để trở thành một giảng viên, nhà văn, nhà hoạt động xã hội nổi tiếng toàn cầu.
Vào năm 1904, Helen Keller trở thành người câm điếc đầu tiên có bằng đại học. Thành công này phần nhiều là nhờ cô giáo Annie đã kiên nhẫn dành bốn năm đánh vần các bài giảng và tài liệu học vào tay Helen.
Năm 1933, khi gần như đã mất đi hoàn toàn thị lực và sức khỏe ngày càng suy yếu, cô giáo Annie đã nói với Helen rằng: “Cô đang cố hết sức để sống vì em.” Những lời cuối của Annie Sullivan, được ghi âm bởi Polly Thompson vào ngày 15 tháng 10 năm 1936, đã nhắc tới em trai Jimmie của bà, rồi đến Helen: “Cầu Chúa phù hộ cho cô bé khi tôi ra đi.” Không lâu sau đó, cô giáo Annie Sullivan rơi vào hôn mê và mất sau năm ngày, với bàn tay vẫn nắm chặt tay Helen. Một tình thầy trò thật đẹp và đáng cảm động!
Với mong muốn mang câu chuyện đẹp đẽ này lan tỏa đến các độc giả cả nước và tri ân các Quý thầy, cô giáo, Tân Việt Book đã khai thác bản quyền cuốn sách Quý cô Nóng nảy - Hành trình khai mở tâm trí Helen Keller. Hy vọng cuốn sách sẽ mang tới Quý độc giả những giờ phút đọc sách thư giãn và ý nghĩa.
Thông tin về tác giả
Sarah Miller bắt đầu viết tiểu thuyết đầu tay từ khi mới 10 tuổi. Bà đã dành tới 20 năm làm việc trong các thư viện và hiệu sách. Cuốn tiểu thuyết Quý cô Nóng nảy - Hành trình khai mở tâm trí Helen Keller của bà đã giành được giải thưởng Sách xuất sắc nhất dành cho Thanh thiếu niên năm 2008 của Hiệp hội Thư viện Hoa Kỳ (ALA), cũng như được đề cử ở nhiều giải thưởng khác. Hiện nay, bà Sarah Miller đang sống ở Michigan cùng với gia đình. 
",https://cdn0.fahasa.com/media/catalog/product/8/9/8935210305923.jpg,"['Sách tiếng Việt', 'Văn học', 'Tiểu thuyết']"
1706,Phố Vẫn Gió,"126.000 đ
				","
Phố Vẫn Gió
Nhà văn Lê Minh Hà sinh năm 1962 tại Hà Nội. Chị tốt nghiệp Khoa Ngữ văn Ðại học Sư phạm năm 1983. Chị từng giảng dạy tại trường PTTH Hà Nội - Amsterdam, hiện làm việc và sinh sống tại CHLB Ðức. Lê Minh Hà bắt đầu viết văn từ khi chị còn ở trong nước và viết bền bỉ, liên tục trong suốt nhiều năm qua. Cuốn sách đầu tiên của chị được xuất bản năm 1998 tại Mỹ - tập truyện ngắn Trăng goá. Cho tới nay, Lê Minh Hà đã in 18 cuốn sách, bao gồm truyện ngắn, tản văn, tiểu thuyết.
Vào những ngày đầu tiên của năm 2024, Lê Minh Hà in 03 cuốn tiểu thuyết cùng lúc là Phố vẫn gió, Gió tự thời khuất mặt và Những ta. Trong đó, cuốn Gió tự thời khuất mặt đã từng được in 18 năm trước và bản in năm 2024 là ""nguyên bản"", không có sửa chữa biên tập.
Gió tự thời khuất mặt là tiểu thuyết đầu tiên của Lê Minh Hà. Tiếp sau đó là Phố vẫn gió. Với cuốn này, Lê Minh Hà mô tả lao động văn chương của mình là “viết từng từ một, phải nói là viết rất khó nhọc”.
“Phố vẫn gió” lấy bối cảnh Hà Nội từ những năm sau giải phóng 1954 tới nay. Sự đối lập của Hà Nội cũ và Hà Nội hậu chiến là bức tranh đầy cảm xúc mà Lê Minh Hà dựng lên. Có cảm giác sự đau đớn của nhân vật Ngân khi chứng kiến những đổi thay của Hà Nội cũng có bóng dáng của chính chị, một người Hà Nội sống xa Hà Nội đã nhiều năm.
Cả 3 cuốn tiểu thuyết ra mắt bạn đọc của Lê Minh Hà lần này đều về Hà Nội, gắn với Hà Nội, đủ để bạn đọc thấy rằng Hà Nội là một vùng đất đặc biệt có ý nghĩa, không thể dứt bỏ trong tâm trí cũng như sự nghiệp sáng tác của chị.
Sự khác biệt dễ nhận thấy nhất giữa Lê Minh Hà với nhiều nhà văn viết về Hà Nội khác có lẽ là cái tâm thế từ xa nhìn về. Trong tiểu thuyết của Lê Minh Hà, Hà Nội là những mảng kí ức đẹp đẽ, trong trẻo, vẹn nguyên, một Hà Nội vừa gần đây mà dường như cũng đã xưa rồi; và Hà Nội của những chuyến trở về, quan sát, chiêm nghiệm, nghĩ suy, so sánh, có những điều mới mẻ và cũng rất nhiều đã mất đi.
Lê Minh Hà từng nói: ""Cuộc sống 20 năm ở xứ người đã cho phép tôi hiểu một cách kỹ càng hơn về mảnh đất này, mảnh đất mà nói như Nguyễn Huy Tưởng là cần phải sống cùng với nó, sống mãi với Thủ đô. Mà nó lạ lắm, những nhận thức sách vở nọ kia lại không động chạm đến tôi đâu, mà là cái đời sống bên kia từng ngày từng giờ một, như một người dân rất bình thường (bên kia tôi là “osin không lương”), nhưng chính đời sống đó lại giúp tôi hiểu về những cái tôi đã từng đi qua ở Hà Nội”.
Cuộc trở về lần này của Lê Minh Hà góp thêm vào đời sống văn chương Việt Nam hôm nay một chùm tác phẩm thuộc thể loại ""nặng kí"" - tiểu thuyết. Với 3 cuốn sách này, bạn đọc có lẽ sẽ cảm thấy Lê Minh Hà dường như là một người được sinh ra để viết về Hà Nội. 
",https://cdn0.fahasa.com/media/catalog/product/z/5/z5038318321375_fff9ef0b7d0b7adfa6c40f6a6f200a79_1.jpg,"['Sách tiếng Việt', 'Văn học', 'Tiểu thuyết']"
1707,Vấn Quan - Tập 2 - Tặng Kèm Bookmark,"139.200 đ
				","
Vấn Quan - Tập 2
Ba lần gõ hỏi quan tài.
Lần thứ nhất, “Xin hỏi hồn đến từ đâu?”
Lần thứ hai, “Cho hỏi hồn đã gửi thân chốn nào?”
Lần thứ ba, “Bé gái này… lai lịch ra sao?”
Một tiếng nặng, một tiếng nhẹ, một tiếng khẽ khàng như đẩy cửa, gõ áo quan, hỏi ba điều, một hỏi sống, hai hỏi chết, ba hỏi tơ rối trong lòng…
***
Trong một lần đi trộm mộ, Lý Thập Nhất đã vô tình mở một chiếc quan tài kỳ lạ. Trong quan tài là một người phụ nữ đang mang thai, nhìn tình trạng thì có vẻ đã sắp đến ngày chuyển dạ. Không ngờ mặc dù người mẹ đã tắt thở, song đứa trẻ trong bụng cô ta vẫn sống sót, thậm chí còn tự tìm đường chui ra. Không còn cách nào khác, Lý Thập Nhất đành phải đưa đứa bé về nhà và đặt tên là Tống Thập Cửu.
Đó là một cô bé vô cùng quái gở, không phải người, cũng chẳng phải quỷ, mới mấy ngày trôi qua đã lớn nhanh như thổi, chẳng mấy chốc mà trở thành thiếu nữ. Cũng từ đó, hành trình khám phá những cố sự đã phủ bụi thời gian của họ chính thức bắt đầu.
Lý Thập Nhất những tưởng việc gặp gỡ và cưu mang Tống Thập Cửu chỉ là một cơ duyên bất ngờ, nhưng cô lại chẳng thể nào ngờ được, mối nhân duyên của họ đã có từ hàng ngàn năm trước. 
",https://cdn0.fahasa.com/media/catalog/product/z/5/z5496641098231_c18c898c6b83a6639d783790f4aa4614.jpg,"['Sách tiếng Việt', 'Văn học', 'Tiểu thuyết']"
1708,Bộ Sách Nông Dân - Tập 1 + Tập 2 (Bộ 2 Tập) - Ấn Bản Giới Hạn - Bìa Cứng,"1.906.000 đ
				","
Bộ Sách Nông Dân - Tập 1 + Tập 2 (Bộ 2 Tập)
GIỚI THIỆU TÁC GIẢ:
Władysław Stanisław Reymont sinh ngày 7 tháng 5 năm 1867 tại làng Kobiele Wielkie, cha là nhạc công nghiệp dư, chuyên chơi đại phong cầm ở nhà thờ, mẹ là cháu gái một cha đạo ở quê. Từ năm 1893, ông sinh sống ở Warszawa và bắt đầu cho ra đời một số tác phẩm được dư luận chú ý như Hành hương về Jasna Góra và tiếp theo là Đất hứa viết về những năm tháng sống ở thành phố Łódź.
Tác phẩm tiêu biểu của ông là bộ tiểu thuyết đồ sộ nhan đề Nông dân viết trong những năm 1901 – 1908, phản ánh tình trạng nông thôn và nông dân Ba Lan dưới ách thống trị của Sa hoàng thời kỳ cuối thế kỷ XIX.
Władysław Reymont mất tại Warszawa ngày 5 tháng 12 năm 1925, tức là chỉ một năm sau khi nhận giải Nobel Văn học và được chôn cất tại nghĩa trang dành cho các vĩ nhân Ba Lan.
GIỚI THIỆU TÁC PHẨM:
Bộ tiểu thuyết Nông dân gồm bốn tập là Thu, Đông, Xuân, Hạ với tư tưởng chủ đạo rất đơn giản: Những gì đang diễn ra cũng đã từng diễn ra và sẽ diễn ra mãi mãi. Hết thu đến đông, hết xuân đến hạ, cứ thế quay vòng. Song ở đây, Władysław Reymont đã vẽ ra hết sức sinh động bức tranh toàn cảnh nông thôn Ba Lan với mọi tập quán, hủ tục trong cuộc sống thường ngày, được đánh giá là bộ sử thi của dân tộc Ba Lan, chỉ đứng sau tác phẩm Chàng Tadeush của Adam Mickiewicz. Dư luận thế giới cho rằng ít có tác phẩm nào trong lĩnh vực văn chương mà từ đầu đến cuối luôn tạo ra hứng thú lớn lao đến như vậy cho người đọc, mặc dù toàn kể chuyện đời thường, từ công việc đồng áng, các buổi chợ phiên, lễ hội, đám cưới, mối quan tâm của một cha xứ quản hạt, đến cuộc đấu tranh vì đất đai, vì tình yêu, có khi kể về những mâu thuẫn xóm giềng hoặc thói hư tật xấu…
Tác phẩm này đã được chuyển thể thành phim vào các năm 1922, 1972, 1973, 2023 và cho đến nay vẫn liên tục được chiếu đi chiếu lại trên các kênh truyền hình.
GIỚI THIỆU DỊCH GIẢ:
Dịch giả Nguyễn Văn Thái sinh năm 1945 tại Thái Nguyên, là Tiến sĩ khoa học ngành Trắc địa và Bản đồ. Ông hiện sống ở Warszawa, Ba Lan. Ông dịch nhiều tác phẩm văn học từ nguyên bản tiếng Ba Lan như Chàng Tadeush, Hania tình yêu của tôi, nỗi buồn của tôi, Những truyện ngắn kinh điển Ba Lan… Năm 2013, ông nhận Giải thưởng dịch thuật của Hội Nhà văn Việt Nam với dịch phẩm Nông dân củaWładysław Reymont.
“Tiêu chí của tôi khi lựa chọn tác phẩm để giới thiệu với bạn đọc Việt Nam là những tác phẩm đó phải có giá trị thẩm mỹ cao, phải cung cấp cho người đọc những thông tin về đất nước, con người, lịch sử của Ba Lan - một đất nước tuy xa cách về địa lý nhưng đã có quan hệ hữu nghị lâu đời với Việt Nam, là quê hương thứ hai của tôi, nơi tôi đã gắn bó một nửa cuộc đời mình.” – Dịch giả Nguyễn Văn Thái 
",https://cdn0.fahasa.com/media/catalog/product/c/o/combo-1_4_1.jpg,"['Sách tiếng Việt', 'Văn học', 'Tiểu thuyết']"
1709,Công Ty Phép Thuật 3 - Họa Vô Đơn Chí,"86.400 đ
				","
Công Ty Phép Thuật 3 - Họa Vô Đơn Chí
Từ Texas đến New York lập nghiệp, cô gái trẻ Katie Chandler hy vọng tìm được một công việc thực sự phù hợp và “kiếm” được một chàng trai ưng ý. Thế nhưng có vẻ như mơ ước đó còn xa mới trở thành sự thật, và cuộc sống của Katie vẫn diễn ra với những chuyện tẻ nhạt hàng ngày nơi công sở. Cho tới một hôm, bỗng một số người thuộc “công ty phép thuật” phát hiện ra Katie và mong muốn tuyển dụng cô vì cô là người “miễn nhiễm” – số rất ít người có thể nhìn qua màn ảo ảnh phép thuật.
Giai đoạn đầu làm việc ở công ty phép thuật thật lạ lẫm nhưng đầy thú vị mở ra một thế giới khác với Katie: Vẫn là những công việc thư ký, hành chính, marketing nhưng cô làm việc với sản phẩm là thần chú, ảo ảnh và với đồng nghiệp là thần tiên, pháp sư: vẫn những câu chuyện bi hài nơi công sở và một chút bóng dáng của kẻ xấu mà cô phải góp sức để đánh bại. Hơn thế nữa, nơi đó còn có “hoàng tử trong mơ” và bao câu chuyện hấp dẫn khác đang chờ cô khám phá. 
",https://cdn0.fahasa.com/media/catalog/product/8/9/8935212333559.jpg,"['Sách tiếng Việt', 'Văn học', 'Tiểu thuyết']"
1710,Bước Đường Viết Văn,"89.250 đ
				","
Hồi ký về bước đường viết văn của nhà văn Nguyên Hồng, những khát khao và nhiệt thành của ông với văn chương từ khi còn rất trẻ, 17,18 tuổi, tới lúc thành danh trên văn đàn. 
",https://cdn0.fahasa.com/media/catalog/product/i/m/image_180489.jpg,"['Sách tiếng Việt', 'Văn học', 'Tiểu thuyết']"
1711,Một Chuyện Đời,"116.000 đ
				","
Trong phút bốc đồng, cô nhân viên hiệu sách Michiru bỏ lại công việc, bạn trai và gia đình, rời khỏi miền quê ven biển bình lặng để chạy theo một người đàn ông có vợ lên Tokyo. Nhưng Tokyo hóa ra không phải vùng đất hứa như cô tưởng tượng. Thất nghiệp, túng tiền, tình yêu dần phai nhạt, cuộc sống mới của Michiru rơi vào bế tắc và tuyệt vọng, cho đến khi cô phát hiện tờ vé số mà người đồng nghiệp ở quê nhờ mua hộ trúng giải độc đắc hai trăm triệu yên.
Hai trăm triệu yên! Một số tiền có thể giúp Michiru sống sung túc tại Tokyo đến cuối đời. Nhưng Michiru không thể ngờ, tờ vé số cô những tưởng là thứ cứu rỗi cuộc đời mình đó lại trở thành tấm vé tiễn cô vào một hành trình đầy âm mưu, dối lừa và tội ác. 
",https://cdn0.fahasa.com/media/catalog/product/i/m/image_195509_1_453.jpg,"['Sách tiếng Việt', 'Văn học', 'Tiểu thuyết']"
1712,Bộ Sách Con Chim Xanh Biếc Bay Về + Làm Bạn Với Bầu Trời (Bộ 2 Cuốn),"208.000 đ
				","
Bộ Sách Con Chim Xanh Biếc Bay Về + Làm Bạn Với Bầu Trời (Bộ 2 Cuốn)
1. Làm Bạn Với Bầu Trời
Một câu chuyện giản dị, chứa đầy bất ngờ cho tới trang cuối cùng. Và đẹp lộng lẫy, vì lòng vị tha và tình yêu thương, khiến mắt rưng rưng vì một nỗi mừng vui hân hoan. Cuốn sách như một đốm lửa thắp lên lòng khát khao sống tốt trên đời.
Viết về điều tốt đã không dễ, viết sao cho người đọc có thể đón nhận đầy cảm xúc tích cực, và muốn được hưởng, được làm những điều tốt dù nhỏ bé... mới thật là khó. Làm bạn với bầu trời của Nguyễn Nhật Ánh đã làm được điều này.
Như nhà văn từng phát biểu “...điểm mạnh của văn chương nằm ở khả năng thẩm thấu. Bằng hình thức đặc thù của mình, văn chương góp phần mài sắc các ý niệm đạo đức nơi người đọc một cách vô hình. Bồi đắp tâm hồn và nhân cách một cách âm thầm và bền bỉ, đó là chức năng gốc rễ của văn chương, đặc biệt là văn chương viết cho thanh thiếu niên.”
 
2. Con Chim Xanh Biếc Bay Về
Không giống như những tác phẩm trước đây lấy bối cảnh vùng quê miền Trung đầy ắp những hoài niệm tuổi thơ dung dị, trong trẻo với các nhân vật ở độ tuổi dậy thì, trong quyển sách mới lần này nhà văn Nguyễn Nhật Ánh lấy bối cảnh chính là Sài Gòn – Thành phố Hồ Chí Minh nơi tác giả sinh sống (như là một sự đền đáp ân tình với mảnh đất miền Nam). Các nhân vật chính trong truyện cũng “lớn” hơn, với những câu chuyện mưu sinh lập nghiệp lắm gian nan thử thách của các sinh viên trẻ đầy hoài bão. Tất nhiên không thể thiếu những câu chuyện tình cảm động, kịch tính và bất ngờ khiến bạn đọc ngẩn ngơ, cười ra nước mắt. Và như trong mọi tác phẩm Nguyễn Nhật Ánh, sự tử tế và tinh thần hướng thượng vẫn là điểm nhấn quan trọng trong quyển sách mới này.
Như một cuốn phim “trinh thám tình yêu”, Con chim xanh biếc bay về dẫn bạn đi hết từ bất ngờ này đến tò mò suy đoán khác, để kết thúc bằng một nỗi hân hoan vô bờ sau bao phen hồi hộp nghi kỵ đến khó thở.
Bạn sẽ theo phe sinh viên-nhân viên với những câu thơ dịu dàng và đáo để, hay phe ông chủ với những kỹ năng kinh doanh khởi nghiệp? Và hãy đoán thử, điều gì khiến bạn có thể cảm động đến rưng rưng trong cuộc sống giữa Sài Gòn bộn bề?
Lâu lắm mới có hình ảnh thành phố rộn ràng trong tác phẩm của Nguyễn Nhật Ánh - điều hấp dẫn khác thường của Con chim xanh biếc bay về.
Chính vì thế mà cuốn sách chỉ có một cách đọc thôi: một mạch từ đầu đến cuối!
 
  
",https://cdn0.fahasa.com/media/catalog/product/i/m/image_221300.jpg,"['Sách tiếng Việt', 'Văn học', 'Tiểu thuyết']"
1713,Trại Bồ Tùng Linh,"52.000 đ
				","
""TÔI NHẸ NHÀNG VỚI LẤY CÁI ĐÈN BẤM TRONG NGĂN KÉO, rồi ngửng lên, và kinh ngạc dị thường. Giữa khung cửa số một khuôn mặt lặng lẽ, trắng một cách lạ, một khuôn mặt đàn bà rất trẻ, đẹp, một vẻ đẹp tuyệt mỹ, đẹp đến lạnh mình... Hiện lên như ở đó đã từ bao giờ. Và thoảng biến ngay, như không bao giờ có..."" 
",https://cdn0.fahasa.com/media/catalog/product/i/m/image_242287.jpg,"['Sách tiếng Việt', 'Văn học', 'Tiểu thuyết']"
1714,Ngôi Trường Mọi Khi (Tái Bản 2022),"93.500 đ
				","
Ngôi Trường Mọi Khi (Tái Bản 2022)
Những câu chuyện về nhóm bạn học sinh năm đầu cấp 3 với bao kỷ niệm vui buồn hờn giận, bao nhiêu trò tinh nghịch của tuổi mới lớn. Với những Hạt tiêu, Tóc ngắn, Hột mít, Bảnh trai, Răng chuột, Mặt mụn… đã tạo nên không khí của một lớp học thật dễ thương với bao nhiêu tình cảm yêu thương, cảm động và gần gũi. Đây là sách mới nhất của tác giả viết về tuổi áo trắng mộng mơ và tinh nghịch. 
",https://cdn0.fahasa.com/media/catalog/product/8/9/8934974177302.jpg,"['Sách tiếng Việt', 'Văn học', 'Tiểu thuyết']"
1715,Cô Gái Mặc Váy Tím,"66.500 đ
				","
Nhận xét của các thành viên ban giám khảo giải thưởng Akutagawa về Cô gái mặc váy tím:
Khắc họa một người dẫn chuyện có phần ngờ nghệch và kỳ dị là một việc hết sức khó khăn nhưng nhờ sự diện hiện của “cô gái mặc váy tím” mà những điều lẩn khuất trong bóng tối về nhân vật “tôi” lại càng trở nên có chiều sâu. Khi đọc đến đoạn cuối, khi “tôi” đang định ăn bánh mì kem thì bị một đứa bé vỗ vào vai, nỗi buồn như muốn phát điên choán lấy lồng ngực tôi. Tác giả Imamura quả nhiên rất có tài năng trong việc khắc họa sống động những con người đi lệch quỹ đạo thông thường của con người. – Ogawa Yoko
GIỚI THIỆU SÁCH:
Trong mắt mọi người, “cô gái mặc váy tím” hết sức kỳ dị và không ai có thể tiếp cận. Nhưng với “tôi”, người con gái ấy lại có một sức cuốn hút vô cùng kỳ lạ. “Tôi” muốn kết bạn với “cô gái mặc váy tím” bằng mọi giá. Cuối cùng, “tôi” đã tìm cách để “cô gái mặc váy tím” tới làm cùng một chỗ với mình. Nhưng “tôi” là ai? Và mong ước thực sự của “tôi” là gì?
Một sự ám ảnh mập mờ giữa điên rồ và lố bịch khiến Cô gái mặc váy tím trở nên khác biệt, đủ để kích thích trí tò mò và khơi gợi sự đồng cảm trong lòng độc giả.
Về tác giả:
Imamura Natsuko, một nữ nhà văn người Nhật Bản.
Imamura Natsuko ra mắt năm 2010 với tác phẩm Kochira Amiko (Amiko ở đây này – tạm dịch).
Cô gái mặc váy tím được xuất bản vào tháng 6 năm 2019 và đạt giải Akutagawa lần thứ 161 (năm 2019). Trước đó cô đã hai lần được đề cử cho giải thưởng này với hai tác phẩm, Ahiru (Con vịt – tạm dịch) và Hoshi no ko (Đứa con của những vì sao – tạm dịch). Ngoài ra Imamura Natsuko còn chấp bút nhiều tác phẩm và đạt vô số các giải thưởng khác.
  
",https://cdn0.fahasa.com/media/catalog/product/8/9/8935235233065.jpg,"['Sách tiếng Việt', 'Văn học', 'Tiểu thuyết']"
